,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
152,2020-10-20,159.34435549022692,131.8217776631042,188.64481691634023,159.34435549022692,159.34435549022692,-0.825290937565186,-0.825290937565186,-0.825290937565186,-0.825290937565186,-0.825290937565186,-0.825290937565186,0.0,0.0,0.0,158.51906455266172
153,2020-10-21,160.12495823845535,130.31250351111356,187.60883667880748,160.12495823845535,160.12495823845535,-1.1796613845134039,-1.1796613845134039,-1.1796613845134039,-1.1796613845134039,-1.1796613845134039,-1.1796613845134039,0.0,0.0,0.0,158.94529685394195
154,2020-10-22,160.90556098668378,132.29028737906987,189.05019496563176,160.90556098668378,160.90556098668378,-1.2948749051184623,-1.2948749051184623,-1.2948749051184623,-1.2948749051184623,-1.2948749051184623,-1.2948749051184623,0.0,0.0,0.0,159.61068608156532
155,2020-10-23,161.68616373491227,132.08114104997603,188.29605583070233,161.68616373491227,161.68616373491227,-2.584083880934925,-2.584083880934925,-2.584083880934925,-2.584083880934925,-2.584083880934925,-2.584083880934925,0.0,0.0,0.0,159.10207985397736
156,2020-10-26,164.02797197959757,133.37515459070028,191.06474256801224,164.02797197959757,164.02797197959757,-1.961986297719135,-1.961986297719135,-1.961986297719135,-1.961986297719135,-1.961986297719135,-1.961986297719135,0.0,0.0,0.0,162.06598568187843
157,2020-10-27,164.80857472782606,135.25791836190243,192.3247289429024,164.80857472782606,164.80857472782606,-0.8252909375625898,-0.8252909375625898,-0.8252909375625898,-0.8252909375625898,-0.8252909375625898,-0.8252909375625898,0.0,0.0,0.0,163.98328379026347
158,2020-10-28,165.58917747605446,135.1057850552618,192.74993227028807,165.58917747605446,165.58917747605446,-1.17966138451438,-1.17966138451438,-1.17966138451438,-1.17966138451438,-1.17966138451438,-1.17966138451438,0.0,0.0,0.0,164.40951609154007
159,2020-10-29,166.3697802242829,137.3623407996511,192.9781255435971,166.3697802242829,166.3697802242829,-1.2948749051210153,-1.2948749051210153,-1.2948749051210153,-1.2948749051210153,-1.2948749051210153,-1.2948749051210153,0.0,0.0,0.0,165.07490531916187
160,2020-10-30,167.21375067514708,135.88435949707446,193.0715071471085,167.21375067514708,167.21375067514708,-2.584083880936439,-2.584083880936439,-2.584083880936439,-2.584083880936439,-2.584083880936439,-2.584083880936439,0.0,0.0,0.0,164.62966679421064
161,2020-11-02,169.7456620277397,139.15014613552623,197.73670946660016,169.7456620277397,169.7456620277397,-1.9619862977012807,-1.9619862977012807,-1.9619862977012807,-1.9619862977012807,-1.9619862977012807,-1.9619862977012807,0.0,0.0,0.0,167.78367573003842
