,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-03-17,93.44463636892999,87.32038096691475,100.85243887518546,93.44463636892999,93.44463636892999,0.7442439242696985,0.7442439242696985,0.7442439242696985,0.7442439242696985,0.7442439242696985,0.7442439242696985,0.0,0.0,0.0,94.18888029319969
1,2020-03-18,93.90106656671956,88.04843538939383,101.51052497256009,93.90106656671956,93.90106656671956,1.0462268615653245,1.0462268615653245,1.0462268615653245,1.0462268615653245,1.0462268615653245,1.0462268615653245,0.0,0.0,0.0,94.9472934282849
2,2020-03-19,94.35749676450912,88.72927880526062,102.09615223241141,94.35749676450912,94.35749676450912,0.9260393940568156,0.9260393940568156,0.9260393940568156,0.9260393940568156,0.9260393940568156,0.9260393940568156,0.0,0.0,0.0,95.28353615856594
3,2020-03-20,94.81392696229868,88.59692777255732,102.25195423584366,94.81392696229868,94.81392696229868,0.02431524970983828,0.02431524970983828,0.02431524970983828,0.02431524970983828,0.02431524970983828,0.02431524970983828,0.0,0.0,0.0,94.83824221200852
4,2020-03-23,96.18321755566735,89.97480677343799,103.05278892689148,96.18321755566735,96.18321755566735,0.4602929338189896,0.4602929338189896,0.4602929338189896,0.4602929338189896,0.4602929338189896,0.4602929338189896,0.0,0.0,0.0,96.64351048948635
5,2020-03-24,96.63964775345693,90.30153210740352,104.08913931634432,96.63964775345693,96.63964775345693,0.7442439242700548,0.7442439242700548,0.7442439242700548,0.7442439242700548,0.7442439242700548,0.7442439242700548,0.0,0.0,0.0,97.38389167772698
6,2020-03-25,97.09607795124647,91.2135688861251,105.40085879794654,97.09607795124647,97.09607795124647,1.0462268615647434,1.0462268615647434,1.0462268615647434,1.0462268615647434,1.0462268615647434,1.0462268615647434,0.0,0.0,0.0,98.14230481281122
7,2020-03-26,97.55250814903604,91.63530804338698,104.88902416582458,97.55250814903604,97.55250814903604,0.9260393940582613,0.9260393940582613,0.9260393940582613,0.9260393940582613,0.9260393940582613,0.9260393940582613,0.0,0.0,0.0,98.47854754309431
8,2020-03-27,98.0089383468256,91.66604911134773,104.97103243029512,98.0089383468256,98.0089383468256,0.024315249708213128,0.024315249708213128,0.024315249708213128,0.024315249708213128,0.024315249708213128,0.024315249708213128,0.0,0.0,0.0,98.03325359653381
9,2020-03-30,99.37822894135876,93.05060526083892,106.47280601685381,99.37822894135876,99.37822894135876,0.46029293381978226,0.46029293381978226,0.46029293381978226,0.46029293381978226,0.46029293381978226,0.46029293381978226,0.0,0.0,0.0,99.83852187517854
10,2020-03-31,99.83465913953647,93.5700691526448,107.23913384877844,99.83465913953647,99.83465913953647,0.7442439242698047,0.7442439242698047,0.7442439242698047,0.7442439242698047,0.7442439242698047,0.7442439242698047,0.0,0.0,0.0,100.57890306380628
11,2020-04-01,100.2910893377142,94.39698681370137,107.76241528602169,100.2910893377142,100.2910893377142,1.0462268615646297,1.0462268615646297,1.0462268615646297,1.0462268615646297,1.0462268615646297,1.0462268615646297,0.0,0.0,0.0,101.33731619927883
12,2020-04-02,100.74751953589191,94.9377166332506,108.48291039893923,100.74751953589191,100.74751953589191,0.9260393940571321,0.9260393940571321,0.9260393940571321,0.9260393940571321,0.9260393940571321,0.9260393940571321,0.0,0.0,0.0,101.67355892994904
13,2020-04-03,101.20394973406961,94.76520810462439,107.93645024227905,101.20394973406961,101.20394973406961,0.024315249708035447,0.024315249708035447,0.024315249708035447,0.024315249708035447,0.024315249708035447,0.024315249708035447,0.0,0.0,0.0,101.22826498377765
14,2020-04-06,102.57324032860276,96.03174891747877,109.56261858526226,102.57324032860276,102.57324032860276,0.4602929338212936,0.4602929338212936,0.4602929338212936,0.4602929338212936,0.4602929338212936,0.4602929338212936,0.0,0.0,0.0,103.03353326242406
15,2020-04-07,103.02967052678049,97.0125775373741,110.28223749618952,103.02967052678049,103.02967052678049,0.7442439242698762,0.7442439242698762,0.7442439242698762,0.7442439242698762,0.7442439242698762,0.7442439242698762,0.0,0.0,0.0,103.77391445105037
16,2020-04-08,103.4861007249582,97.4230477740698,111.62037605614026,103.4861007249582,103.4861007249582,1.0462268615653887,1.0462268615653887,1.0462268615653887,1.0462268615653887,1.0462268615653887,1.0462268615653887,0.0,0.0,0.0,104.53232758652359
17,2020-04-09,103.94253087339003,98.15012388734104,111.99043200342915,103.94253087339003,103.94253087339003,0.9260393940572905,0.9260393940572905,0.9260393940572905,0.9260393940572905,0.9260393940572905,0.9260393940572905,0.0,0.0,0.0,104.86857026744731
18,2020-04-13,105.76825146711728,99.37516654258522,113.08600073778896,105.76825146711728,105.76825146711728,0.46029293382208625,0.46029293382208625,0.46029293382208625,0.46029293382208625,0.46029293382208625,0.46029293382208625,0.0,0.0,0.0,106.22854440093937
19,2020-04-14,106.22468161554909,100.5186413626242,114.22579403113596,106.22468161554909,106.22468161554909,0.744243924269948,0.744243924269948,0.744243924269948,0.744243924269948,0.744243924269948,0.744243924269948,0.0,0.0,0.0,106.96892553981904
20,2020-04-15,106.6811117639809,101.27664422176612,114.13319253802746,106.6811117639809,106.6811117639809,1.0462268615652746,1.0462268615652746,1.0462268615652746,1.0462268615652746,1.0462268615652746,1.0462268615652746,0.0,0.0,0.0,107.72733862554617
